STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DP10,DT00,DT32,DX32,PRCP,TAVG,TMAX,TMIN
CHM00058314,"HUOSHAN, CH",31.4,116.333,68,2013-03,,,,0,,,65.4,
CHM00056257,"LITANG, CH",30,100.267,3950,2013-02,,,,0,,,47.7,
CHM00056257,"LITANG, CH",30,100.267,3950,2013-03,,,,0,,,47.4,
CHM00056137,"QAMDO, CH",31.15,97.167,3307,2013-02,,,,0,,,54.9,
CHM00056137,"QAMDO, CH",31.15,97.167,3307,2013-03,,,,0,,,56.6,
CHM00057902,"XINGREN, CH",25.433,105.183,1379,2013-02,,,,0,,,65.1,
CHM00057902,"XINGREN, CH",25.433,105.183,1379,2013-03,,,,0,,,71,
CHM00056492,"YIBIN, CH",28.8,104.6,342,2013-02,,,,0,,,61,
CHM00056492,"YIBIN, CH",28.8,104.6,342,2013-03,,,,0,,,76.1,
CHM00057461,"YICHANG, CH",30.7,111.3,134,2013-02,,,,0,,,50,
CHM00057461,"YICHANG, CH",30.7,111.3,134,2013-03,,,,0,,,67.5,
CHM00051243,"KARAMAY, CH",45.6,84.85,428,2013-02,,11,23,27,,10.3,17.2,3.4
CHM00051243,"KARAMAY, CH",45.6,84.85,428,2013-03,,0,11,1,,44.1,53.4,34.7
CHM00050968,"SHANGZHI, CH",45.217,127.967,191,2013-02,,,,27,,,13.6,
CHM00050968,"SHANGZHI, CH",45.217,127.967,191,2013-03,,,,14,,,30.1,
CHM00050727,"ARXAN, CH",47.167,119.933,997,2013-02,,,,28,,,3.3,
CHM00050727,"ARXAN, CH",47.167,119.933,997,2013-03,,,,27,,,18.6,
CHM00051811,"SHACHE, CH",38.433,77.267,1232,2013-02,,,,0,,,45.8,
CHM00051811,"SHACHE, CH",38.433,77.267,1232,2013-03,,0,3,0,,53.7,67,40.4
CHM00054527,"TIANJIN, CH",39.1,117.167,5,2013-02,,,,4,,,38.8,
CHM00054527,"TIANJIN, CH",39.1,117.167,5,2013-03,,,,0,,,54.3,
CHM00050963,"TONGHE, CH",45.967,128.733,110,2013-02,,,,28,,,11.8,
CHM00050963,"TONGHE, CH",45.967,128.733,110,2013-03,,,,21,,,27.2,
CHM00054405,"HUAILAI, CH",40.417,115.5,538,2013-02,,,,9,,,35.5,
CHM00054405,"HUAILAI, CH",40.417,115.5,538,2013-03,,,,0,,,50.7,
CHM00055299,"NAGQU, CH",31.483,92.067,4508,2013-02,,,,12,,,33.4,
CHM00055299,"NAGQU, CH",31.483,92.067,4508,2013-03,,,,2,,,38.9,
CHM00056146,"GARZE, CH",31.617,100,3394,2013-02,,0,22,0,,35.8,52.2,19.4
CHM00056146,"GARZE, CH",31.617,100,3394,2013-03,,,,0,,,54.5,
CHM00057237,"WANYUAN, CH",32.067,108.033,674,2013-02,,,,0,,,53.4,
CHM00057237,"WANYUAN, CH",32.067,108.033,674,2013-03,,,,0,,,68.9,
CHM00056029,"YUSHU, CH",33,96.967,3717,2013-02,,,,0,,,44.5,
CHM00056029,"YUSHU, CH",33,96.967,3717,2013-03,,,,0,,,49.5,
CHM00059417,"LONGZHOU, CH",22.367,106.75,129,2013-02,4,,,0,1.17,,70.2,
CHM00059417,"LONGZHOU, CH",22.367,106.75,129,2013-03,,,,0,,,81.8,
CHM00051379,"QITAI, CH",44.017,89.567,794,2013-02,,,,25,,,21.1,
CHM00051379,"QITAI, CH",44.017,89.567,794,2013-03,,,,2,,,51.5,
CHM00056021,"QUMARLEB, CH",34.133,95.783,4176,2013-02,,,,10,,,33.9,
CHM00056021,"QUMARLEB, CH",34.133,95.783,4176,2013-03,,,,0,,,40.8,
CHM00058321,"HEFEI, CH",31.867,117.233,36,2013-02,,,,1,,,48.8,
CHM00053673,"YUANPING, CH",38.75,112.7,838,2013-02,,,,3,,,41,
CHM00053673,"YUANPING, CH",38.75,112.7,838,2013-03,,,,0,,,58.6,
CHM00050978,"JIXI, CH",45.283,130.949,234,2013-02,,,,27,,,15.9,
CHM00050978,"JIXI, CH",45.283,130.949,234,2013-03,,,,20,,,30,
CHM00050854,"ANDA, CH",46.383,125.317,150,2013-02,,,,28,,,10.9,
CHM00050854,"ANDA, CH",46.383,125.317,150,2013-03,,,,22,,,26.4,
CHM00054539,"LETING, CH",39.433,118.9,12,2013-02,,,,7,,,37.2,
CHM00054539,"LETING, CH",39.433,118.9,12,2013-03,,,,0,,,48.1,
CHM00051709,"KASHI, CH",39.467,75.983,1380,2013-02,,,,1,,,44.5,
CHM00051709,"KASHI, CH",39.467,75.983,1380,2013-03,,0,2,0,,53.9,66.4,41.3
CHM00051828,"HOTAN, CH",37.133,79.933,1375,2013-02,,0,19,0,,38.5,47.2,29.8
CHM00051828,"HOTAN, CH",37.133,79.933,1375,2013-03,,0,0,0,,56.9,68.2,45.7
CHM00058457,"HANGZHOU, CH",30.233,120.167,43,2013-02,14,,,,4.51,,,
CHM00056951,"LINCANG, CH",23.95,100.217,1503,2013-02,,0,0,0,,62,78.7,45.3
CHM00056951,"LINCANG, CH",23.95,100.217,1503,2013-03,,,,0,,,80.2,
CHM00054096,"SUIFENHE, CH",44.383,131.15,498,2013-02,,,,27,,,14.8,
CHM00054096,"SUIFENHE, CH",44.383,131.15,498,2013-03,,,,21,,,28.6,
CHM00057127,"HANZHONG, CH",33.067,107.033,509,2013-02,,,,0,,,49.5,
CHM00057127,"HANZHONG, CH",33.067,107.033,509,2013-03,,,,0,,,68.5,
CHM00054094,"MUDANJIANG, CH",44.567,129.6,242,2013-02,,,,26,,,17.1,
CHM00054094,"MUDANJIANG, CH",44.567,129.6,242,2013-03,,,,12,,,32.8,
CHM00056954,"LANCANG, CH",22.567,99.933,1054,2013-02,,0,0,0,,66.3,83.6,49
CHM00056954,"LANCANG, CH",22.567,99.933,1054,2013-03,,,,0,,,85.5,
CHM00054776,"CHENGSHANTOU, CH",37.4,122.683,47,2013-02,,,,6,,,35.5,
CHM00054776,"CHENGSHANTOU, CH",37.4,122.683,47,2013-03,,,,1,,,41.9,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2013-02,,,,15,,,31.2,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2013-03,,,,3,,,38.2,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2013-02,,0,0,0,,66.5,72.7,60.4
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2013-03,,,,0,,,74.7,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2013-02,,,,3,,,43.4,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2013-03,,,,1,,,61.2,
CHM00054823,"JINAN, CH",36.6,117.05,169,2013-02,,,,2,,,43.3,
CHM00054823,"JINAN, CH",36.6,117.05,169,2013-03,,,,0,,,58.2,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2013-02,,,,0,,,49.7,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2013-03,,,,0,,,51.6,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2013-02,,,,0,,,57.8,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2013-03,,,,0,,,72.6,
CHM00051431,"YINING, CH",43.95,81.333,664,2013-02,,,,10,,,33.3,
CHM00051431,"YINING, CH",43.95,81.333,664,2013-03,,0,12,0,,47.2,59.6,34.9
CHM00054027,"LINDONG, CH",43.983,119.4,485,2013-02,,,,26,,,21.7,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2013-03,,,,9,,,38.8,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2013-02,,0,22,0,,37.5,51.8,23.2
CHM00055591,"LHASA, CH",29.667,91.133,3650,2013-03,,,,0,,,56.1,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2013-02,,,,26,,,21.8,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2013-03,,,,9,,,39.6,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2013-02,,,,15,,,31.1,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2013-03,,,,3,,,37.3,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2013-02,,,,1,,,43.2,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2013-03,,0,11,0,,49.2,65.4,33.1
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2013-02,,,,0,,,71.4,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2013-03,,,,0,,,75.6,
CHM00050915,"ULIASTAI, CH",45.517,116.967,840,2013-02,,,,28,,,7.7,
CHM00050915,"ULIASTAI, CH",45.517,116.967,840,2013-03,,,,19,,,30.1,
CHM00058633,"QU XIAN, CH",28.967,118.867,71,2013-02,12,,,1,4.98,,52.7,
CHM00058633,"QU XIAN, CH",28.967,118.867,71,2013-03,,,,0,,,65.5,
CHM00052533,"JIUQUAN, CH",39.767,98.483,1478,2013-02,,,,8,,,37.9,
CHM00052533,"JIUQUAN, CH",39.767,98.483,1478,2013-03,,,,1,,,59.5,
CHM00053502,"JARTAI, CH",39.783,105.75,1143,2013-02,,,,6,,,40.5,
CHM00053502,"JARTAI, CH",39.783,105.75,1143,2013-03,,,,1,,,60,
CHM00050353,"HUMA, CH",51.717,126.65,179,2013-02,,,,28,,,4.4,
CHM00050353,"HUMA, CH",51.717,126.65,179,2013-03,,,,29,,,21.1,
CHM00053863,"JIEXIU, CH",37.033,111.917,745,2013-02,,,,2,,,46.9,
CHM00053863,"JIEXIU, CH",37.033,111.917,745,2013-03,,,,0,,,63.9,
CHM00056571,"XICHANG, CH",27.9,102.267,1599,2013-02,,,,0,,,76.8,
CHM00056571,"XICHANG, CH",27.9,102.267,1599,2013-03,,,,0,,,78.2,
CHM00053068,"ERENHOT, CH",43.65,112,966,2013-02,,,,21,,,22.5,
CHM00053068,"ERENHOT, CH",43.65,112,966,2013-03,,,,3,,,44.9,
CHM00054157,"SIPING, CH",43.183,124.333,167,2013-02,,,,24,,,20.4,
CHM00054157,"SIPING, CH",43.183,124.333,167,2013-03,,,,13,,,34.6,
MCM00045011,"MACAU INTERNATIONAL, MC",22.15,113.592,6.1,2013-02,0,,,,0.11,,,
MCM00045011,"MACAU INTERNATIONAL, MC",22.15,113.592,6.1,2013-03,4,,,,3.74,,,
CHM00058752,"RUIAN, CH",27.783,120.65,38,2013-02,11,,,0,4.07,,55.6,
CHM00058752,"RUIAN, CH",27.783,120.65,38,2013-03,,,,0,,,64.1,
CHM00057662,"CHANGDE, CH",29.05,111.683,35,2013-02,4,,,1,1.07,,48.8,
CHM00057662,"CHANGDE, CH",29.05,111.683,35,2013-03,,,,0,,,66.6,
CHM00054725,"HUIMIN, CH",37.5,117.533,12,2013-02,,,,6,,,38.6,
CHM00054725,"HUIMIN, CH",37.5,117.533,12,2013-03,,,,0,,,56.4,
CHM00059855,"QIONGHAI, CH",19.233,110.467,25,2013-02,,,,0,,,78.1,
CHM00059855,"QIONGHAI, CH",19.233,110.467,25,2013-03,,,,0,,,81.9,
CHM00057799,"JIAN, CH",27.117,114.967,78,2013-02,,,,0,,,56.9,
CHM00057799,"JIAN, CH",27.117,114.967,78,2013-03,,,,0,,,70.8,
CHM00054161,"CHANGCHUN, CH",43.9,125.217,238,2013-03,,,,11,,,33.1,
CHM00056106,"SOG XIAN, CH",31.883,93.783,4024,2013-02,,,,3,,,39.9,
CHM00056106,"SOG XIAN, CH",31.883,93.783,4024,2013-03,,,,0,,,45.9,
CHM00058527,"JINGDEZHEN, CH",29.3,117.2,60,2013-02,17,,,0,5.32,,55.2,
CHM00058527,"JINGDEZHEN, CH",29.3,117.2,60,2013-03,,,,0,,,68.5,
CHM00053192,"ABAG QI, CH",44.017,114.95,1128,2013-02,,,,28,,,10.9,
CHM00053192,"ABAG QI, CH",44.017,114.95,1128,2013-03,,,,12,,,35.1,
CHM00051334,"JINGHE, CH",44.617,82.9,321,2013-02,,,,25,,,20.5,
CHM00051334,"JINGHE, CH",44.617,82.9,321,2013-03,,0,11,1,,44,54.2,33.7
CHM00052787,"WUSHAOLING, CH",37.2,102.867,3044,2013-02,,,,15,,,29.4,
CHM00052787,"WUSHAOLING, CH",37.2,102.867,3044,2013-03,,0,26,2,,32.2,43,21.5
CHM00054843,"WEIFANG, CH",36.767,119.183,22,2013-02,,,,4,,,39.8,
CHM00054843,"WEIFANG, CH",36.767,119.183,22,2013-03,,,,0,,,54.4,
CHM00051573,"TURPAN, CH",42.933,89.2,37,2013-02,,0,18,0,,34.1,42.6,25.5
CHM00051573,"TURPAN, CH",42.933,89.2,37,2013-03,,0,0,0,,60.8,71.8,49.7
CHM00056462,"JIULONG, CH",29,101.5,2994,2013-02,,0,25,0,,45.4,64.6,26.1
CHM00056462,"JIULONG, CH",29,101.5,2994,2013-03,,,,0,,,63.1,
CHM00053529,"OTOG QI, CH",39.1,107.983,1381,2013-02,,,,8,,,38.5,
CHM00053529,"OTOG QI, CH",39.1,107.983,1381,2013-03,,,,1,,,55.8,
CHM00054618,"POTOU, CH",38.083,116.55,13,2013-02,,,,6,,,37.5,
CHM00054618,"POTOU, CH",38.083,116.55,13,2013-03,,,,0,,,56,
CHM00052436,"YUMENZHEN, CH",40.267,97.033,1527,2013-02,,1,23,8,,23.7,37.1,10.4
CHM00052436,"YUMENZHEN, CH",40.267,97.033,1527,2013-03,,,,0,,,58.9,
CHM00053646,"YULIN, CH",38.233,109.7,1058,2013-02,,,,4,,,41.1,
CHM00053646,"YULIN, CH",38.233,109.7,1058,2013-03,,,,1,,,58.4,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2013-02,14,,,0,4.47,,49.5,
CHM00057687,"CHANGSHA, CH",28.233,112.867,68,2013-03,,,,0,,,67.5,
CHM00057447,"ENSHI, CH",30.283,109.467,458,2013-02,,,,0,,,52.9,
CHM00057447,"ENSHI, CH",30.283,109.467,458,2013-03,,,,0,,,67.6,
CHM00059501,"SHANWEI, CH",22.783,115.367,5,2013-02,,,,0,,,72.3,
CHM00059501,"SHANWEI, CH",22.783,115.367,5,2013-03,,,,0,,,73.6,
CHM00056116,"DENGQEN, CH",31.417,95.6,3874,2013-02,,,,3,,,41.7,
CHM00056116,"DENGQEN, CH",31.417,95.6,3874,2013-03,,,,0,,,47.2,
CHM00054292,"YANJI, CH",42.867,129.5,178,2013-02,,,,25,,,22,
CHM00054292,"YANJI, CH",42.867,129.5,178,2013-03,,,,7,,,37.9,
CHM00051463,"WU LU MU QI, CH",43.8,87.65,947,2013-02,,,,23,,,22.2,
CHM00051463,"WU LU MU QI, CH",43.8,87.65,947,2013-03,,0,9,3,,43.5,51.9,35
CHM00059981,"XISHA DAO, CH",16.833,112.333,5,2013-02,,0,0,0,,77.8,81.7,74
CHM00059981,"XISHA DAO, CH",16.833,112.333,5,2013-03,,,,0,,,84.5,
CHM00050788,"FUJIN, CH",47.233,131.983,65,2013-02,,,,28,,,10.6,
CHM00050788,"FUJIN, CH",47.233,131.983,65,2013-03,,,,23,,,25.1,
CHM00052602,"LENGHU, CH",38.833,93.383,2771,2013-02,,,,8,,,37.1,
CHM00052602,"LENGHU, CH",38.833,93.383,2771,2013-03,,,,0,,,50.3,
CHM00054909,"DINGTAO, CH",35.083,115.517,51,2013-02,,,,2,,,44.6,
CHM00054909,"DINGTAO, CH",35.083,115.517,51,2013-03,,,,0,,,59.4,
CHM00058027,"XUZHOU, CH",34.283,117.15,42,2013-02,,,,1,,,45.4,
CHM00058027,"XUZHOU, CH",34.283,117.15,42,2013-03,,,,0,,,59.3,
CHM00056768,"CHUXIONG, CH",25.017,101.517,1820,2013-02,,0,0,0,,59.5,74.1,44.9
CHM00056768,"CHUXIONG, CH",25.017,101.517,1820,2013-03,,,,0,,,75.8,
CHM00054346,"BENXI, CH",41.317,123.783,185,2013-02,,,,18,,,28.1,
CHM00054346,"BENXI, CH",41.317,123.783,185,2013-03,,,,6,,,39.9,
CHM00054102,"XILIN HOT, CH",43.95,116.117,1004,2013-02,,,,27,,,14,
CHM00054102,"XILIN HOT, CH",43.95,116.117,1004,2013-03,,,,11,,,36.3,
CHM00057297,"XINYANG, CH",32.133,114.05,115,2013-02,,,,1,,,47.1,
CHM00057297,"XINYANG, CH",32.133,114.05,115,2013-03,,,,0,,,61.9,
CHM00051076,"ALTAY, CH",47.733,88.083,737,2013-02,,,,28,,,16.6,
CHM00051076,"ALTAY, CH",47.733,88.083,737,2013-03,,,,2,,,46.2,
CHM00054342,"SHENYANG, CH",41.733,123.517,43,2013-02,,,,20,,,26.9,
CHM00054342,"SHENYANG, CH",41.733,123.517,43,2013-03,,,,5,,,39.3,
CHM00054916,"YANZHOU, CH",35.567,116.85,53,2013-02,,,,2,,,44.1,
CHM00054916,"YANZHOU, CH",35.567,116.85,53,2013-03,,,,0,,,58.7,
CHM00050557,"NENJIANG, CH",49.167,125.233,243,2013-02,,,,28,,,5.5,
CHM00050557,"NENJIANG, CH",49.167,125.233,243,2013-03,,,,30,,,21.4,
CHM00050434,"TULIHE, CH",50.45,121.7,733,2013-02,,,,28,,,3.5,
CHM00050434,"TULIHE, CH",50.45,121.7,733,2013-03,,,,30,,,20,
CHM00051644,"KUQA, CH",41.717,82.95,1100,2013-02,,,,0,,,41.8,
CHM00051644,"KUQA, CH",41.717,82.95,1100,2013-03,,0,5,0,,51.5,64.8,38.3
CHM00051765,"TIKANLIK, CH",40.633,87.7,847,2013-02,,0,24,0,,29.9,45.3,14.6
CHM00051765,"TIKANLIK, CH",40.633,87.7,847,2013-03,,,,0,,,68.6,
CHM00058040,"GANYU, CH",34.85,119.133,10,2013-02,,,,2,,,42.2,
CHM00058040,"GANYU, CH",34.85,119.133,10,2013-03,,,,0,,,54.5,
CHM00054471,"YINGKOU, CH",40.667,122.2,4,2013-02,,,,15,,,29.7,
CHM00054471,"YINGKOU, CH",40.667,122.2,4,2013-03,,,,4,,,41.6,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2013-02,,,,0,,,73.5,
CHM00056778,"KUNMING, CH",25.017,102.683,1892,2013-03,,,,0,,,73.9,
CHM00057745,"ZHIJIANG, CH",27.45,109.683,273,2013-02,4,,,0,1.55,,50.3,
CHM00057745,"ZHIJIANG, CH",27.45,109.683,273,2013-03,12,,,0,6.13,,66.4,
CHM00057866,"LINGLING, CH",26.233,111.617,174,2013-02,9,,,0,2.65,,53.6,
CHM00057866,"LINGLING, CH",26.233,111.617,174,2013-03,,,,0,,,70.7,
CHM00058834,"NANPING, CH",26.633,118,128,2013-02,,,,0,,,63.7,
CHM00058834,"NANPING, CH",26.633,118,128,2013-03,,,,0,,,73.7,
CHM00058715,"NANCHENG, CH",27.583,116.65,82,2013-02,,,,0,,,56.1,
CHM00058715,"NANCHENG, CH",27.583,116.65,82,2013-03,,,,0,,,69.4,
RSM00031510,"BLAGOVESCENSK, RS",50.25,127.5,130,2013-02,2,27,28,28,0.78,-3.1,8.2,-14.4
RSM00031510,"BLAGOVESCENSK, RS",50.25,127.5,130,2013-03,3,12,31,27,0.79,13.8,23.6,4
CHM00056096,"WUDU, CH",33.4,104.917,1079,2013-02,,,,0,,,56.4,
CHM00056096,"WUDU, CH",33.4,104.917,1079,2013-03,,,,0,,,72.9,
CHM00054115,"LINXI, CH",43.6,118.067,800,2013-02,,,,23,,,20.1,
CHM00054115,"LINXI, CH",43.6,118.067,800,2013-03,,,,11,,,37.5,
CHM00054236,"ZHANGWU, CH",42.417,122.533,84,2013-02,,,,18,,,27.7,
CHM00054236,"ZHANGWU, CH",42.417,122.533,84,2013-03,,,,7,,,39.3,
CHM00057067,"LUSHI, CH",34.05,111.033,570,2013-02,,,,1,,,49.8,
CHM00057067,"LUSHI, CH",34.05,111.033,570,2013-03,,,,0,,,66.7,
CHM00051087,"FUYUN, CH",46.983,89.517,827,2013-02,,,,26,,,16.6,
CHM00051087,"FUYUN, CH",46.983,89.517,827,2013-03,,,,3,,,46.1,
CHM00056651,"LIJING, CH",26.833,100.467,2394,2013-02,,0,2,0,,52.6,66,39.1
CHM00056651,"LIJING, CH",26.833,100.467,2394,2013-03,,,,0,,,68,
CHM00053959,"YUNCHENG, CH",35.05,111.05,365,2013-02,,,,0,,,51.3,
CHM00053959,"YUNCHENG, CH",35.05,111.05,365,2013-03,,,,0,,,67.2,
CHM00051656,"KORLA, CH",41.75,86.133,933,2013-02,,0,22,0,,32.8,41.3,24.2
CHM00051656,"KORLA, CH",41.75,86.133,933,2013-03,,,,0,,,65.3,
CHM00051777,"RUOQIANG, CH",39.033,88.167,889,2013-02,,0,22,0,,31.1,44.4,17.8
CHM00051777,"RUOQIANG, CH",39.033,88.167,889,2013-03,,,,0,,,69.6,
CHM00052866,"XINING, CH",36.617,101.767,2296,2013-02,,,,2,,,45.1,
CHM00052866,"XINING, CH",36.617,101.767,2296,2013-03,,,,0,,,60,
CHM00057633,"YOUYANG, CH",28.833,108.767,665,2013-02,,,,0,,,47.7,
CHM00057633,"YOUYANG, CH",28.833,108.767,665,2013-03,,,,0,,,63.3,
CHM00053391,"HUADE, CH",41.9,114,1484,2013-02,,,,22,,,20.8,
CHM00053391,"HUADE, CH",41.9,114,1484,2013-03,,,,7,,,40.7,
CHM00055578,"XIGAZE, CH",29.25,88.883,3837,2013-02,,0,24,0,,30.2,46.5,13.9
CHM00055578,"XIGAZE, CH",29.25,88.883,3837,2013-03,,,,0,,,53.6,
CHM00058606,"NANCHANG, CH",28.6,115.917,50,2013-02,,,,0,,,51.1,
CHM00058606,"NANCHANG, CH",28.6,115.917,50,2013-03,,,,0,,,66,
CHM00057516,"CHONGQING, CH",29.583,106.467,416,2013-02,,,,0,,,59.3,
CHM00057516,"CHONGQING, CH",29.583,106.467,416,2013-03,,,,0,,,73.7,
CHM00058847,"FUZHOU, CH",26.083,119.283,14,2013-02,,,,0,,,62.8,
CHM00058847,"FUZHOU, CH",26.083,119.283,14,2013-03,,,,0,,,71.2,
CHM00050564,"SUNWU, CH",49.433,127.35,235,2013-02,,,,28,,,9.2,
CHM00050564,"SUNWU, CH",49.433,127.35,235,2013-03,,,,28,,,23.4,
CHM00059254,"GUIPING, CH",23.4,110.083,44,2013-02,10,,,0,2.54,,66.7,
CHM00059254,"GUIPING, CH",23.4,110.083,44,2013-03,,,,0,,,76,
CHM00052983,"YU ZHONG, CH",35.867,104.15,1875,2013-02,,,,4,,,42.1,
CHM00052983,"YU ZHONG, CH",35.867,104.15,1875,2013-03,,,,0,,,59.6,
CHM00053276,"JURH, CH",42.4,112.9,1152,2013-02,,,,21,,,23.8,
CHM00053276,"JURH, CH",42.4,112.9,1152,2013-03,,,,3,,,45.5,
CHM00057993,"GANZHOU, CH",25.867,115,138,2013-02,4,,,0,1.35,,63.9,
CHM00057993,"GANZHOU, CH",25.867,115,138,2013-03,,,,0,,,73.8,
CHM00053845,"YAN AN, CH",36.6,109.5,959,2013-02,,,,3,,,44,
CHM00053845,"YAN AN, CH",36.6,109.5,959,2013-03,,,,0,,,62.7,
CHM00053723,"YANCHI, CH",37.8,107.383,1356,2013-02,,,,4,,,43.6,
CHM00053723,"YANCHI, CH",37.8,107.383,1356,2013-03,,,,0,,,60,
CHM00059948,"SANYA, CH",18.217,109.583,7,2013-02,,,,0,,,74.8,
CHM00059948,"SANYA, CH",18.217,109.583,7,2013-03,,,,0,,,76.7,
CHM00055228,"SHIQUANHE, CH",32.5,80.083,4280,2013-02,,,,28,,,18.8,
CHM00055228,"SHIQUANHE, CH",32.5,80.083,4280,2013-03,,8,27,9,,21,35.4,6.5
CHM00052754,"GANGCA, CH",37.333,100.133,3302,2013-02,,,,9,,,34.3,
CHM00059023,"HECHI, CH",24.7,108.05,214,2013-02,2,,,0,0.89,,64.5,
CHM00059023,"HECHI, CH",24.7,108.05,214,2013-03,,,,0,,,75.7,
CHM00059265,"WUZHOU, CH",23.483,111.3,120,2013-02,,,,0,,,68.8,
CHM00059265,"WUZHOU, CH",23.483,111.3,120,2013-03,,,,0,,,75.7,
CHM00054135,"TONGLIAO, CH",43.6,122.267,180,2013-02,,,,26,,,22.3,
CHM00054135,"TONGLIAO, CH",43.6,122.267,180,2013-03,,,,9,,,38.7,
CHM00056671,"HUILI, CH",26.65,102.25,1788,2013-02,,0,1,0,,55.8,72.9,38.7
CHM00056671,"HUILI, CH",26.65,102.25,1788,2013-03,,,,0,,,74.4,
CHM00054012,"XI UJIMQIN QI, CH",44.583,117.6,997,2013-02,,,,28,,,10.7,
CHM00054012,"XI UJIMQIN QI, CH",44.583,117.6,997,2013-03,,,,12,,,31.7,
CHM00051716,"BACHU, CH",39.8,78.567,1117,2013-02,,,,0,,,45.6,
CHM00051716,"BACHU, CH",39.8,78.567,1117,2013-03,,0,7,0,,53.3,67.4,39.2
CHM00050745,"QIQIHAR, CH",47.383,123.917,148,2013-02,,,,28,,,10.9,
CHM00050745,"QIQIHAR, CH",47.383,123.917,148,2013-03,,,,23,,,25.8,
CHM00057816,"GUIYANG, CH",26.583,106.733,1223,2013-02,1,,,0,0.72,,55.1,
CHM00057816,"GUIYANG, CH",26.583,106.733,1223,2013-03,,,,0,,,67.8,
CHM00056964,"SIMAO, CH",22.767,100.983,1303,2013-02,,,,0,,,80.8,
CHM00056964,"SIMAO, CH",22.767,100.983,1303,2013-03,,,,0,,,82.6,
CHM00053336,"HALIUT, CH",41.567,108.517,1290,2013-02,,,,21,,,29.9,
